timestamp, index, utilization.gpu [%], memory.used [MiB]
2026/09/05 05:57:57.918, 0, 12 %, 11287 MiB
2026/09/05 05:57:57.921, 1, 0 %, 8555 MiB
2026/09/05 05:57:58.923, 0, 3 %, 11632 MiB
2026/09/05 05:57:58.929, 1, 0 %, 8555 MiB
