ts,idx,util,mem
1788663147023,FailedtoinitializeNVML:N/A,,
1788663147566,0,30,11404
1788663147630,1,0,8555
1788663148123,0,29,11407
1788663148137,1,0,8555
1788663148857,0,29,11413
1788663148911,1,0,8555
1788663149451,0,28,11549
1788663149514,1,0,8555
1788663149683,0,54,11549
1788663149696,1,0,8555
1788663150079,0,30,11321
1788663150089,1,0,8555
1788663150382,0,25,11205
1788663150392,1,0,8555
1788663150871,0,28,11205
1788663150934,1,0,8555
1788663151444,0,32,11205
1788663151520,1,0,8555
