timestamp, index, utilization.gpu [%], memory.used [MiB]
2026/09/05 05:50:05.004, 0, 7 %, 11571 MiB
2026/09/05 05:50:05.006, 1, 0 %, 8555 MiB
2026/09/05 05:50:06.008, 0, 16 %, 11659 MiB
2026/09/05 05:50:06.010, 1, 0 %, 8555 MiB
