timestamp, index, utilization.gpu [%], memory.used [MiB]
2026/09/05 07:27:27.112, 1, 0 %, 8555 MiB
2026/09/05 07:27:28.114, 0, 1 %, 11307 MiB
2026/09/05 07:27:28.117, 1, 0 %, 8555 MiB
2026/09/05 07:27:29.119, 0, 2 %, 11307 MiB
2026/09/05 07:27:29.121, 1, 0 %, 8555 MiB
2026/09/05 07:27:30.123, 0, 0 %, 11307 MiB
2026/09/05 07:27:30.124, 1, 0 %, 8555 MiB
2026/09/05 07:27:31.125, 0, 0 %, 11307 MiB
2026/09/05 07:27:31.126, 1, 0 %, 8555 MiB
2026/09/05 07:27:32.128, 0, 2 %, 11307 MiB
2026/09/05 07:27:32.129, 1, 0 %, 8555 MiB
2026/09/05 07:27:33.130, 0, 0 %, 11307 MiB
2026/09/05 07:27:33.132, 1, 0 %, 8555 MiB
2026/09/05 07:27:34.134, 0, 0 %, 11307 MiB
2026/09/05 07:27:34.135, 1, 0 %, 8555 MiB
2026/09/05 07:27:35.136, 0, 3 %, 11307 MiB
2026/09/05 07:27:35.138, 1, 0 %, 8555 MiB
2026/09/05 07:27:36.140, 0, 1 %, 11307 MiB
2026/09/05 07:27:36.143, 1, 0 %, 8555 MiB
2026/09/05 07:27:37.145, 0, 1 %, 11307 MiB
2026/09/05 07:27:37.147, 1, 0 %, 8555 MiB
2026/09/05 07:27:38.148, 0, 6 %, 11307 MiB
2026/09/05 07:27:38.150, 1, 0 %, 8555 MiB
2026/09/05 07:27:39.151, 0, 0 %, 11307 MiB
2026/09/05 07:27:39.153, 1, 0 %, 8555 MiB
2026/09/05 07:27:40.155, 0, 0 %, 11307 MiB
2026/09/05 07:27:40.157, 1, 0 %, 8555 MiB
2026/09/05 07:27:41.160, 0, 6 %, 11307 MiB
2026/09/05 07:27:41.162, 1, 0 %, 8555 MiB
2026/09/05 07:27:42.164, 0, 3 %, 11307 MiB
2026/09/05 07:27:42.165, 1, 0 %, 8555 MiB
2026/09/05 07:27:43.167, 0, 4 %, 11307 MiB
2026/09/05 07:27:43.171, 1, 0 %, 8555 MiB
2026/09/05 07:27:44.179, 0, 5 %, 11307 MiB
2026/09/05 07:27:44.180, 1, 0 %, 8555 MiB
2026/09/05 07:27:45.181, 0, 3 %, 11307 MiB
2026/09/05 07:27:45.182, 1, 0 %, 8555 MiB
2026/09/05 07:27:46.183, 0, 3 %, 11307 MiB
2026/09/05 07:27:46.184, 1, 0 %, 8555 MiB
2026/09/05 07:27:50.435, 0, 5 %, 11307 MiB
2026/09/05 07:27:50.436, 1, 0 %, 8555 MiB
2026/09/05 07:27:51.437, 0, 3 %, 11307 MiB
2026/09/05 07:27:51.439, 1, 0 %, 8555 MiB
2026/09/05 07:27:52.440, 0, 3 %, 11307 MiB
2026/09/05 07:27:52.441, 1, 0 %, 8555 MiB
2026/09/05 07:27:53.442, 0, 3 %, 11307 MiB
2026/09/05 07:27:53.444, 1, 0 %, 8555 MiB
2026/09/05 07:27:54.445, 0, 1 %, 11307 MiB
2026/09/05 07:27:54.446, 1, 0 %, 8555 MiB
2026/09/05 07:27:55.447, 0, 1 %, 11307 MiB
2026/09/05 07:27:55.450, 1, 0 %, 8555 MiB
2026/09/05 07:27:56.452, 0, 1 %, 11307 MiB
2026/09/05 07:27:56.454, 1, 0 %, 8555 MiB
2026/09/05 07:27:57.455, 0, 0 %, 11307 MiB
2026/09/05 07:27:57.457, 1, 0 %, 8555 MiB
2026/09/05 07:27:58.459, 0, 2 %, 11307 MiB
2026/09/05 07:27:58.460, 1, 0 %, 8555 MiB
2026/09/05 07:27:59.462, 0, 1 %, 11307 MiB
2026/09/05 07:27:59.464, 1, 0 %, 8555 MiB
2026/09/05 07:28:00.466, 0, 2 %, 11307 MiB
2026/09/05 07:28:00.468, 1, 0 %, 8555 MiB
2026/09/05 07:28:01.470, 0, 0 %, 11307 MiB
2026/09/05 07:28:01.472, 1, 0 %, 8555 MiB
2026/09/05 07:28:02.473, 0, 1 %, 11307 MiB
2026/09/05 07:28:02.475, 1, 0 %, 8555 MiB
2026/09/05 07:28:03.477, 0, 0 %, 11307 MiB
2026/09/05 07:28:03.479, 1, 0 %, 8555 MiB
2026/09/05 07:28:04.481, 0, 0 %, 11307 MiB
2026/09/05 07:28:04.482, 1, 0 %, 8555 MiB
2026/09/05 07:28:05.483, 0, 0 %, 11307 MiB
2026/09/05 07:28:05.485, 1, 0 %, 8555 MiB
2026/09/05 07:28:06.487, 0, 1 %, 11307 MiB
2026/09/05 07:28:06.489, 1, 0 %, 8555 MiB
2026/09/05 07:28:07.492, 0, 0 %, 11307 MiB
2026/09/05 07:28:07.494, 1, 0 %, 8555 MiB
2026/09/05 07:28:08.496, 0, 0 %, 11307 MiB
2026/09/05 07:28:08.497, 1, 0 %, 8555 MiB
2026/09/05 07:28:09.498, 0, 0 %, 11307 MiB
2026/09/05 07:28:09.500, 1, 0 %, 8555 MiB
2026/09/05 07:28:10.502, 0, 3 %, 11307 MiB
2026/09/05 07:28:10.504, 1, 0 %, 8555 MiB
2026/09/05 07:28:11.506, 0, 0 %, 11307 MiB
2026/09/05 07:28:11.508, 1, 0 %, 8555 MiB
2026/09/05 07:28:12.509, 0, 0 %, 11307 MiB
2026/09/05 07:28:12.516, 1, 0 %, 8555 MiB
2026/09/05 07:28:13.524, 0, 0 %, 11307 MiB
2026/09/05 07:28:13.526, 1, 0 %, 8555 MiB
2026/09/05 07:28:14.527, 0, 1 %, 11307 MiB
2026/09/05 07:28:14.528, 1, 0 %, 8555 MiB
2026/09/05 07:28:15.529, 0, 1 %, 11307 MiB
2026/09/05 07:28:15.531, 1, 0 %, 8555 MiB
2026/09/05 07:28:16.532, 0, 3 %, 11307 MiB
2026/09/05 07:28:16.534, 1, 0 %, 8555 MiB
2026/09/05 07:28:17.535, 0, 0 %, 11307 MiB
2026/09/05 07:28:17.536, 1, 0 %, 8555 MiB
2026/09/05 07:28:18.537, 0, 0 %, 11307 MiB
2026/09/05 07:28:18.538, 1, 0 %, 8555 MiB
2026/09/05 07:28:19.540, 0, 0 %, 11307 MiB
2026/09/05 07:28:19.542, 1, 0 %, 8555 MiB
2026/09/05 07:28:20.544, 0, 0 %, 11307 MiB
2026/09/05 07:28:20.546, 1, 0 %, 8555 MiB
2026/09/05 07:28:21.548, 0, 4 %, 11307 MiB
2026/09/05 07:28:21.550, 1, 0 %, 8555 MiB
2026/09/05 07:28:25.235, 0, 1 %, 11307 MiB
2026/09/05 07:28:25.237, 1, 0 %, 8555 MiB
2026/09/05 07:28:26.239, 0, 4 %, 11307 MiB
2026/09/05 07:28:26.241, 1, 0 %, 8555 MiB
2026/09/05 07:28:27.243, 0, 1 %, 11307 MiB
2026/09/05 07:28:27.245, 1, 0 %, 8555 MiB
2026/09/05 07:28:28.246, 0, 3 %, 11307 MiB
2026/09/05 07:28:28.247, 1, 0 %, 8555 MiB
2026/09/05 07:28:29.249, 0, 4 %, 11307 MiB
2026/09/05 07:28:29.251, 1, 0 %, 8555 MiB
2026/09/05 07:28:30.254, 0, 4 %, 11307 MiB
2026/09/05 07:28:30.255, 1, 0 %, 8555 MiB
2026/09/05 07:28:31.257, 0, 2 %, 11307 MiB
2026/09/05 07:28:31.259, 1, 0 %, 8555 MiB
2026/09/05 07:28:32.261, 0, 4 %, 11307 MiB
2026/09/05 07:28:32.263, 1, 0 %, 8555 MiB
2026/09/05 07:28:33.265, 0, 0 %, 11307 MiB
2026/09/05 07:28:33.267, 1, 0 %, 8555 MiB
2026/09/05 07:28:34.268, 0, 0 %, 11307 MiB
2026/09/05 07:28:34.270, 1, 0 %, 8555 MiB
2026/09/05 07:28:35.271, 0, 3 %, 11307 MiB
2026/09/05 07:28:35.273, 1, 0 %, 8555 MiB
2026/09/05 07:28:36.275, 0, 0 %, 11307 MiB
2026/09/05 07:28:36.276, 1, 0 %, 8555 MiB
2026/09/05 07:28:37.277, 0, 1 %, 11307 MiB
2026/09/05 07:28:37.279, 1, 0 %, 8555 MiB
2026/09/05 07:28:38.281, 0, 1 %, 11307 MiB
2026/09/05 07:28:38.282, 1, 0 %, 8555 MiB
2026/09/05 07:28:39.283, 0, 0 %, 11307 MiB
2026/09/05 07:28:39.284, 1, 0 %, 8555 MiB
2026/09/05 07:28:40.285, 0, 1 %, 11307 MiB
2026/09/05 07:28:40.287, 1, 0 %, 8555 MiB
2026/09/05 07:28:41.289, 0, 1 %, 11307 MiB
2026/09/05 07:28:41.291, 1, 0 %, 8555 MiB
2026/09/05 07:28:42.293, 0, 0 %, 11307 MiB
2026/09/05 07:28:42.294, 1, 0 %, 8555 MiB
2026/09/05 07:28:43.295, 0, 1 %, 11307 MiB
2026/09/05 07:28:43.297, 1, 0 %, 8555 MiB
2026/09/05 07:28:44.299, 0, 1 %, 11307 MiB
2026/09/05 07:28:44.300, 1, 0 %, 8555 MiB
2026/09/05 07:28:45.301, 0, 4 %, 11307 MiB
2026/09/05 07:28:45.303, 1, 0 %, 8555 MiB
2026/09/05 07:28:46.305, 0, 1 %, 11307 MiB
2026/09/05 07:28:46.308, 1, 0 %, 8555 MiB
2026/09/05 07:28:47.309, 0, 1 %, 11307 MiB
2026/09/05 07:28:47.311, 1, 0 %, 8555 MiB
2026/09/05 07:28:48.313, 0, 4 %, 11307 MiB
2026/09/05 07:28:48.315, 1, 0 %, 8555 MiB
2026/09/05 07:28:49.316, 0, 1 %, 11307 MiB
2026/09/05 07:28:49.318, 1, 0 %, 8555 MiB
2026/09/05 07:28:50.320, 0, 0 %, 11307 MiB
2026/09/05 07:28:50.322, 1, 0 %, 8555 MiB
2026/09/05 07:28:51.324, 0, 3 %, 11307 MiB
2026/09/05 07:28:51.326, 1, 0 %, 8555 MiB
2026/09/05 07:28:52.328, 0, 0 %, 11307 MiB
2026/09/05 07:28:52.330, 1, 0 %, 8555 MiB
2026/09/05 07:28:53.332, 0, 0 %, 11307 MiB
2026/09/05 07:28:53.334, 1, 0 %, 8555 MiB
2026/09/05 07:28:54.336, 0, 3 %, 11307 MiB
2026/09/05 07:28:54.337, 1, 0 %, 8555 MiB
2026/09/05 07:28:55.339, 0, 1 %, 11307 MiB
2026/09/05 07:28:55.341, 1, 0 %, 8555 MiB
2026/09/05 07:28:56.343, 0, 0 %, 11307 MiB
2026/09/05 07:28:56.344, 1, 0 %, 8555 MiB
2026/09/05 07:29:00.586, 0, 0 %, 11307 MiB
2026/09/05 07:29:00.588, 1, 0 %, 8555 MiB
2026/09/05 07:29:01.590, 0, 0 %, 11307 MiB
2026/09/05 07:29:01.592, 1, 0 %, 8555 MiB
2026/09/05 07:29:02.594, 0, 1 %, 11307 MiB
2026/09/05 07:29:02.596, 1, 0 %, 8555 MiB
2026/09/05 07:29:03.597, 0, 0 %, 11307 MiB
2026/09/05 07:29:03.599, 1, 0 %, 8555 MiB
2026/09/05 07:29:04.601, 0, 0 %, 11307 MiB
2026/09/05 07:29:04.602, 1, 0 %, 8555 MiB
2026/09/05 07:29:05.604, 0, 0 %, 11307 MiB
2026/09/05 07:29:05.606, 1, 0 %, 8555 MiB
2026/09/05 07:29:06.608, 0, 0 %, 11307 MiB
2026/09/05 07:29:06.610, 1, 0 %, 8555 MiB
2026/09/05 07:29:07.612, 0, 3 %, 11307 MiB
2026/09/05 07:29:07.614, 1, 0 %, 8555 MiB
2026/09/05 07:29:08.616, 0, 0 %, 11307 MiB
2026/09/05 07:29:08.618, 1, 0 %, 8555 MiB
2026/09/05 07:29:09.620, 0, 3 %, 11307 MiB
2026/09/05 07:29:09.622, 1, 0 %, 8555 MiB
2026/09/05 07:29:10.624, 0, 0 %, 11307 MiB
2026/09/05 07:29:10.628, 1, 0 %, 8555 MiB
2026/09/05 07:29:11.636, 0, 3 %, 11307 MiB
2026/09/05 07:29:11.637, 1, 0 %, 8555 MiB
2026/09/05 07:29:12.638, 0, 5 %, 11307 MiB
2026/09/05 07:29:12.639, 1, 1 %, 8555 MiB
2026/09/05 07:29:13.640, 0, 4 %, 11307 MiB
2026/09/05 07:29:13.642, 1, 0 %, 8555 MiB
2026/09/05 07:29:14.644, 0, 6 %, 11307 MiB
2026/09/05 07:29:14.645, 1, 0 %, 8555 MiB
2026/09/05 07:29:15.646, 0, 1 %, 11307 MiB
2026/09/05 07:29:15.647, 1, 0 %, 8555 MiB
2026/09/05 07:29:16.648, 0, 0 %, 11307 MiB
2026/09/05 07:29:16.650, 1, 0 %, 8555 MiB
2026/09/05 07:29:17.651, 0, 3 %, 11307 MiB
2026/09/05 07:29:17.653, 1, 0 %, 8555 MiB
2026/09/05 07:29:18.655, 0, 0 %, 11307 MiB
2026/09/05 07:29:18.658, 1, 0 %, 8555 MiB
2026/09/05 07:29:19.660, 0, 0 %, 11307 MiB
2026/09/05 07:29:19.661, 1, 0 %, 8555 MiB
2026/09/05 07:29:20.662, 0, 0 %, 11307 MiB
2026/09/05 07:29:20.664, 1, 0 %, 8555 MiB
2026/09/05 07:29:21.665, 0, 0 %, 11307 MiB
2026/09/05 07:29:21.667, 1, 0 %, 8555 MiB
2026/09/05 07:29:22.670, 0, 0 %, 11307 MiB
2026/09/05 07:29:22.671, 1, 0 %, 8555 MiB
2026/09/05 07:29:23.672, 0, 2 %, 11307 MiB
2026/09/05 07:29:23.673, 1, 0 %, 8555 MiB
2026/09/05 07:29:24.675, 0, 0 %, 11307 MiB
2026/09/05 07:29:24.676, 1, 0 %, 8555 MiB
2026/09/05 07:29:25.677, 0, 1 %, 11307 MiB
2026/09/05 07:29:25.680, 1, 0 %, 8555 MiB
2026/09/05 07:29:26.682, 0, 1 %, 11307 MiB
2026/09/05 07:29:26.684, 1, 0 %, 8555 MiB
2026/09/05 07:29:27.687, 0, 1 %, 11307 MiB
2026/09/05 07:29:27.689, 1, 0 %, 8555 MiB
2026/09/05 07:29:28.691, 0, 0 %, 11307 MiB
2026/09/05 07:29:28.694, 1, 0 %, 8555 MiB
2026/09/05 07:29:29.696, 0, 1 %, 11307 MiB
2026/09/05 07:29:29.698, 1, 0 %, 8555 MiB
2026/09/05 07:29:30.700, 0, 0 %, 11307 MiB
2026/09/05 07:29:30.702, 1, 0 %, 8555 MiB
2026/09/05 07:29:31.704, 0, 1 %, 11307 MiB
2026/09/05 07:29:31.707, 1, 0 %, 8555 MiB
2026/09/05 07:29:34.948, 0, 1 %, 11307 MiB
2026/09/05 07:29:34.949, 1, 0 %, 8555 MiB
2026/09/05 07:29:35.951, 0, 1 %, 11307 MiB
2026/09/05 07:29:35.953, 1, 0 %, 8555 MiB
2026/09/05 07:29:36.956, 0, 2 %, 11307 MiB
2026/09/05 07:29:36.958, 1, 0 %, 8555 MiB
2026/09/05 07:29:37.961, 0, 1 %, 11307 MiB
2026/09/05 07:29:37.967, 1, 0 %, 8555 MiB
2026/09/05 07:29:38.974, 0, 1 %, 11307 MiB
2026/09/05 07:29:38.975, 1, 0 %, 8555 MiB
2026/09/05 07:29:39.976, 0, 2 %, 11307 MiB
2026/09/05 07:29:39.977, 1, 0 %, 8555 MiB
2026/09/05 07:29:40.979, 0, 1 %, 11307 MiB
2026/09/05 07:29:40.981, 1, 0 %, 8555 MiB
2026/09/05 07:29:41.984, 0, 4 %, 11307 MiB
2026/09/05 07:29:41.985, 1, 0 %, 8555 MiB
2026/09/05 07:29:42.986, 0, 3 %, 11307 MiB
2026/09/05 07:29:42.987, 1, 0 %, 8555 MiB
2026/09/05 07:29:43.988, 0, 4 %, 11307 MiB
2026/09/05 07:29:43.989, 1, 0 %, 8555 MiB
2026/09/05 07:29:44.990, 0, 4 %, 11307 MiB
2026/09/05 07:29:44.993, 1, 0 %, 8555 MiB
2026/09/05 07:29:45.995, 0, 5 %, 11307 MiB
2026/09/05 07:29:45.996, 1, 0 %, 8555 MiB
2026/09/05 07:29:46.997, 0, 0 %, 11307 MiB
2026/09/05 07:29:46.998, 1, 0 %, 8555 MiB
2026/09/05 07:29:47.999, 0, 2 %, 11307 MiB
2026/09/05 07:29:48.001, 1, 0 %, 8555 MiB
2026/09/05 07:29:49.002, 0, 2 %, 11307 MiB
2026/09/05 07:29:49.003, 1, 0 %, 8555 MiB
2026/09/05 07:29:50.004, 0, 0 %, 11307 MiB
2026/09/05 07:29:50.006, 1, 0 %, 8555 MiB
2026/09/05 07:29:51.007, 0, 0 %, 11307 MiB
2026/09/05 07:29:51.009, 1, 0 %, 8555 MiB
2026/09/05 07:29:52.011, 0, 0 %, 11307 MiB
2026/09/05 07:29:52.013, 1, 0 %, 8555 MiB
2026/09/05 07:29:53.015, 0, 1 %, 11307 MiB
2026/09/05 07:29:53.016, 1, 0 %, 8555 MiB
2026/09/05 07:29:54.017, 0, 1 %, 11307 MiB
2026/09/05 07:29:54.019, 1, 0 %, 8555 MiB
2026/09/05 07:29:55.022, 0, 2 %, 11307 MiB
2026/09/05 07:29:55.023, 1, 0 %, 8555 MiB
2026/09/05 07:29:56.025, 0, 0 %, 11307 MiB
2026/09/05 07:29:56.026, 1, 0 %, 8555 MiB
2026/09/05 07:29:57.027, 0, 0 %, 11307 MiB
2026/09/05 07:29:57.029, 1, 0 %, 8555 MiB
2026/09/05 07:29:58.031, 0, 0 %, 11307 MiB
2026/09/05 07:29:58.032, 1, 0 %, 8555 MiB
2026/09/05 07:29:59.033, 0, 1 %, 11307 MiB
2026/09/05 07:29:59.036, 1, 0 %, 8555 MiB
2026/09/05 07:30:00.038, 0, 0 %, 11307 MiB
2026/09/05 07:30:00.040, 1, 0 %, 8555 MiB
2026/09/05 07:30:01.042, 0, 0 %, 11307 MiB
2026/09/05 07:30:01.043, 1, 0 %, 8555 MiB
2026/09/05 07:30:02.045, 0, 0 %, 11307 MiB
2026/09/05 07:30:02.046, 1, 0 %, 8555 MiB
2026/09/05 07:30:03.048, 0, 0 %, 11307 MiB
2026/09/05 07:30:03.049, 1, 0 %, 8555 MiB
2026/09/05 07:30:04.051, 0, 1 %, 11307 MiB
2026/09/05 07:30:04.052, 1, 0 %, 8555 MiB
2026/09/05 07:30:05.053, 0, 1 %, 11307 MiB
2026/09/05 07:30:05.054, 1, 0 %, 8555 MiB
2026/09/05 07:30:06.055, 0, 1 %, 11307 MiB
2026/09/05 07:30:06.057, 1, 0 %, 8555 MiB
2026/09/05 07:30:07.060, 0, 0 %, 11307 MiB
2026/09/05 07:30:07.061, 1, 0 %, 8555 MiB
2026/09/05 07:30:10.633, 0, 0 %, 11307 MiB
2026/09/05 07:30:10.635, 1, 0 %, 8555 MiB
2026/09/05 07:30:11.638, 0, 0 %, 11307 MiB
2026/09/05 07:30:11.640, 1, 0 %, 8555 MiB
2026/09/05 07:30:12.642, 0, 0 %, 11307 MiB
2026/09/05 07:30:12.644, 1, 0 %, 8555 MiB
2026/09/05 07:30:13.647, 0, 0 %, 11307 MiB
2026/09/05 07:30:13.649, 1, 0 %, 8555 MiB
2026/09/05 07:30:14.651, 0, 0 %, 11307 MiB
2026/09/05 07:30:14.652, 1, 0 %, 8555 MiB
2026/09/05 07:30:15.654, 0, 0 %, 11307 MiB
2026/09/05 07:30:15.656, 1, 0 %, 8555 MiB
2026/09/05 07:30:16.658, 0, 0 %, 11307 MiB
2026/09/05 07:30:16.660, 1, 0 %, 8555 MiB
2026/09/05 07:30:17.663, 0, 3 %, 11307 MiB
2026/09/05 07:30:17.665, 1, 0 %, 8555 MiB
2026/09/05 07:30:18.667, 0, 1 %, 11307 MiB
2026/09/05 07:30:18.670, 1, 0 %, 8555 MiB
2026/09/05 07:30:19.672, 0, 3 %, 11307 MiB
2026/09/05 07:30:19.674, 1, 0 %, 8555 MiB
2026/09/05 07:30:20.676, 0, 0 %, 11307 MiB
2026/09/05 07:30:20.679, 1, 0 %, 8555 MiB
2026/09/05 07:30:21.681, 0, 6 %, 11307 MiB
2026/09/05 07:30:21.682, 1, 0 %, 8555 MiB
2026/09/05 07:30:22.684, 0, 6 %, 11307 MiB
2026/09/05 07:30:22.686, 1, 0 %, 8555 MiB
2026/09/05 07:30:23.689, 0, 5 %, 11307 MiB
2026/09/05 07:30:23.691, 1, 0 %, 8555 MiB
2026/09/05 07:30:24.693, 0, 3 %, 11307 MiB
2026/09/05 07:30:24.695, 1, 0 %, 8555 MiB
2026/09/05 07:30:25.697, 0, 6 %, 11307 MiB
2026/09/05 07:30:25.699, 1, 0 %, 8555 MiB
2026/09/05 07:30:26.700, 0, 2 %, 11307 MiB
2026/09/05 07:30:26.702, 1, 0 %, 8555 MiB
2026/09/05 07:30:27.703, 0, 5 %, 11307 MiB
2026/09/05 07:30:27.704, 1, 0 %, 8555 MiB
2026/09/05 07:30:28.705, 0, 0 %, 11307 MiB
2026/09/05 07:30:28.706, 1, 0 %, 8555 MiB
2026/09/05 07:30:29.707, 0, 2 %, 11307 MiB
2026/09/05 07:30:29.709, 1, 0 %, 8555 MiB
2026/09/05 07:30:30.710, 0, 1 %, 11307 MiB
2026/09/05 07:30:30.712, 1, 0 %, 8555 MiB
2026/09/05 07:30:31.713, 0, 1 %, 11307 MiB
2026/09/05 07:30:31.714, 1, 0 %, 8555 MiB
2026/09/05 07:30:32.715, 0, 3 %, 11307 MiB
2026/09/05 07:30:32.717, 1, 0 %, 8555 MiB
2026/09/05 07:30:33.720, 0, 0 %, 11307 MiB
2026/09/05 07:30:33.724, 1, 0 %, 8555 MiB
2026/09/05 07:30:34.726, 0, 0 %, 11307 MiB
2026/09/05 07:30:34.729, 1, 0 %, 8555 MiB
2026/09/05 07:30:35.731, 0, 0 %, 11307 MiB
2026/09/05 07:30:35.732, 1, 0 %, 8555 MiB
2026/09/05 07:30:36.734, 0, 0 %, 11307 MiB
2026/09/05 07:30:36.736, 1, 0 %, 8555 MiB
2026/09/05 07:30:37.738, 0, 0 %, 11307 MiB
2026/09/05 07:30:37.739, 1, 0 %, 8555 MiB
2026/09/05 07:30:38.740, 0, 0 %, 11307 MiB
2026/09/05 07:30:38.743, 1, 0 %, 8555 MiB
2026/09/05 07:30:39.745, 0, 0 %, 11307 MiB
2026/09/05 07:30:39.750, 1, 0 %, 8555 MiB
2026/09/05 07:30:40.753, 0, 0 %, 11307 MiB
2026/09/05 07:30:40.754, 1, 0 %, 8555 MiB
2026/09/05 07:30:41.756, 0, 1 %, 11307 MiB
2026/09/05 07:30:41.758, 1, 0 %, 8555 MiB
2026/09/05 07:30:45.383, 0, 1 %, 11307 MiB
2026/09/05 07:30:45.386, 1, 0 %, 8555 MiB
2026/09/05 07:30:46.388, 0, 0 %, 11307 MiB
2026/09/05 07:30:46.390, 1, 0 %, 8555 MiB
2026/09/05 07:30:47.392, 0, 0 %, 11307 MiB
2026/09/05 07:30:47.394, 1, 0 %, 8555 MiB
2026/09/05 07:30:48.395, 0, 0 %, 11307 MiB
2026/09/05 07:30:48.396, 1, 0 %, 8555 MiB
2026/09/05 07:30:49.397, 0, 0 %, 11307 MiB
2026/09/05 07:30:49.399, 1, 0 %, 8555 MiB
2026/09/05 07:30:50.401, 0, 0 %, 11307 MiB
2026/09/05 07:30:50.402, 1, 0 %, 8555 MiB
2026/09/05 07:30:51.403, 0, 0 %, 11307 MiB
2026/09/05 07:30:51.405, 1, 0 %, 8555 MiB
2026/09/05 07:30:52.407, 0, 2 %, 11307 MiB
2026/09/05 07:30:52.408, 1, 0 %, 8555 MiB
2026/09/05 07:30:53.409, 0, 0 %, 11307 MiB
2026/09/05 07:30:53.411, 1, 0 %, 8555 MiB
2026/09/05 07:30:54.413, 0, 0 %, 11307 MiB
2026/09/05 07:30:54.414, 1, 0 %, 8555 MiB
2026/09/05 07:30:55.415, 0, 3 %, 11307 MiB
2026/09/05 07:30:55.417, 1, 0 %, 8555 MiB
2026/09/05 07:30:56.418, 0, 1 %, 11307 MiB
2026/09/05 07:30:56.420, 1, 0 %, 8555 MiB
2026/09/05 07:30:57.422, 0, 5 %, 11307 MiB
2026/09/05 07:30:57.423, 1, 0 %, 8555 MiB
2026/09/05 07:30:58.425, 0, 6 %, 11307 MiB
2026/09/05 07:30:58.426, 1, 0 %, 8555 MiB
2026/09/05 07:30:59.428, 0, 5 %, 11307 MiB
2026/09/05 07:30:59.429, 1, 0 %, 8555 MiB
2026/09/05 07:31:00.430, 0, 5 %, 11307 MiB
2026/09/05 07:31:00.432, 1, 0 %, 8555 MiB
2026/09/05 07:31:01.433, 0, 7 %, 11307 MiB
2026/09/05 07:31:01.435, 1, 0 %, 8555 MiB
2026/09/05 07:31:02.436, 0, 3 %, 11307 MiB
2026/09/05 07:31:02.437, 1, 0 %, 8555 MiB
2026/09/05 07:31:03.438, 0, 5 %, 11307 MiB
2026/09/05 07:31:03.439, 1, 0 %, 8555 MiB
2026/09/05 07:31:04.440, 0, 0 %, 11307 MiB
2026/09/05 07:31:04.441, 1, 0 %, 8555 MiB
2026/09/05 07:31:05.442, 0, 5 %, 11307 MiB
2026/09/05 07:31:05.444, 1, 0 %, 8555 MiB
2026/09/05 07:31:06.446, 0, 0 %, 11307 MiB
2026/09/05 07:31:06.447, 1, 0 %, 8555 MiB
2026/09/05 07:31:07.448, 0, 0 %, 11307 MiB
2026/09/05 07:31:07.450, 1, 0 %, 8555 MiB
2026/09/05 07:31:08.452, 0, 1 %, 11307 MiB
2026/09/05 07:31:08.454, 1, 0 %, 8555 MiB
2026/09/05 07:31:09.457, 0, 1 %, 11307 MiB
2026/09/05 07:31:09.458, 1, 0 %, 8555 MiB
2026/09/05 07:31:10.459, 0, 0 %, 11307 MiB
2026/09/05 07:31:10.460, 1, 0 %, 8555 MiB
2026/09/05 07:31:11.461, 0, 0 %, 11307 MiB
2026/09/05 07:31:11.464, 1, 0 %, 8555 MiB
2026/09/05 07:31:12.466, 0, 0 %, 11307 MiB
2026/09/05 07:31:12.468, 1, 0 %, 8555 MiB
2026/09/05 07:31:13.470, 0, 0 %, 11307 MiB
2026/09/05 07:31:13.472, 1, 0 %, 8555 MiB
2026/09/05 07:31:14.474, 0, 0 %, 11307 MiB
2026/09/05 07:31:14.476, 1, 0 %, 8555 MiB
2026/09/05 07:31:15.494, 0, 0 %, 11307 MiB
2026/09/05 07:31:15.496, 1, 0 %, 8555 MiB
2026/09/05 07:31:16.516, 0, 0 %, 11307 MiB
2026/09/05 07:31:16.517, 1, 0 %, 8555 MiB
2026/09/05 07:31:19.933, 0, 0 %, 11307 MiB
2026/09/05 07:31:19.934, 1, 0 %, 8555 MiB
2026/09/05 07:31:20.953, 0, 0 %, 11307 MiB
2026/09/05 07:31:20.955, 1, 0 %, 8555 MiB
2026/09/05 07:31:21.974, 0, 0 %, 11307 MiB
2026/09/05 07:31:21.976, 1, 0 %, 8555 MiB
2026/09/05 07:31:22.996, 0, 0 %, 11307 MiB
2026/09/05 07:31:22.999, 1, 0 %, 8555 MiB
2026/09/05 07:31:24.019, 0, 0 %, 11307 MiB
2026/09/05 07:31:24.020, 1, 0 %, 8555 MiB
2026/09/05 07:31:25.030, 0, 0 %, 11307 MiB
2026/09/05 07:31:25.033, 1, 0 %, 8555 MiB
2026/09/05 07:31:26.034, 0, 0 %, 11307 MiB
2026/09/05 07:31:26.036, 1, 0 %, 8555 MiB
2026/09/05 07:31:27.038, 0, 0 %, 11307 MiB
2026/09/05 07:31:27.039, 1, 0 %, 8555 MiB
2026/09/05 07:31:28.040, 0, 0 %, 11307 MiB
2026/09/05 07:31:28.042, 1, 0 %, 8555 MiB
2026/09/05 07:31:29.043, 0, 0 %, 11307 MiB
2026/09/05 07:31:29.044, 1, 0 %, 8555 MiB
2026/09/05 07:31:30.046, 0, 3 %, 11307 MiB
2026/09/05 07:31:30.047, 1, 0 %, 8555 MiB
2026/09/05 07:31:31.049, 0, 4 %, 11307 MiB
2026/09/05 07:31:31.051, 1, 0 %, 8555 MiB
2026/09/05 07:31:32.053, 0, 5 %, 11307 MiB
