timestamp, index, utilization.gpu [%], memory.used [MiB]
2026/09/05 11:38:03.016, 0, 0 %, 11197 MiB
2026/09/05 11:38:03.018, 1, 0 %, 8555 MiB
2026/09/05 11:38:04.020, 0, 0 %, 11197 MiB
2026/09/05 11:38:04.021, 1, 0 %, 8555 MiB
2026/09/05 11:38:05.022, 0, 0 %, 11197 MiB
2026/09/05 11:38:05.024, 1, 0 %, 8555 MiB
2026/09/05 11:38:06.025, 0, 0 %, 11197 MiB
2026/09/05 11:38:06.027, 1, 0 %, 8555 MiB
2026/09/05 11:38:07.030, 0, 0 %, 11197 MiB
2026/09/05 11:38:07.032, 1, 0 %, 8555 MiB
2026/09/05 11:38:08.034, 0, 0 %, 11197 MiB
2026/09/05 11:38:08.035, 1, 0 %, 8555 MiB
2026/09/05 11:38:09.037, 0, 0 %, 11197 MiB
2026/09/05 11:38:09.038, 1, 0 %, 8555 MiB
2026/09/05 11:38:10.039, 0, 0 %, 11197 MiB
2026/09/05 11:38:10.042, 1, 0 %, 8555 MiB
2026/09/05 11:38:11.044, 0, 0 %, 11197 MiB
2026/09/05 11:38:11.045, 1, 0 %, 8555 MiB
2026/09/05 11:38:12.047, 0, 0 %, 11197 MiB
2026/09/05 11:38:12.049, 1, 0 %, 8555 MiB
2026/09/05 11:38:13.050, 0, 0 %, 11197 MiB
2026/09/05 11:38:13.051, 1, 0 %, 8555 MiB
2026/09/05 11:38:14.053, 0, 0 %, 11197 MiB
2026/09/05 11:38:14.055, 1, 0 %, 8555 MiB
2026/09/05 11:38:15.057, 0, 0 %, 11197 MiB
2026/09/05 11:38:15.058, 1, 0 %, 8555 MiB
2026/09/05 11:38:16.060, 0, 0 %, 11197 MiB
2026/09/05 11:38:16.062, 1, 0 %, 8555 MiB
2026/09/05 11:38:17.063, 0, 0 %, 11197 MiB
2026/09/05 11:38:17.064, 1, 0 %, 8555 MiB
2026/09/05 11:38:18.065, 0, 0 %, 11197 MiB
2026/09/05 11:38:18.066, 1, 0 %, 8555 MiB
2026/09/05 11:38:19.068, 0, 0 %, 11197 MiB
2026/09/05 11:38:19.070, 1, 0 %, 8555 MiB
2026/09/05 11:38:20.073, 0, 0 %, 11197 MiB
2026/09/05 11:38:20.074, 1, 0 %, 8555 MiB
2026/09/05 11:38:21.075, 0, 0 %, 11197 MiB
2026/09/05 11:38:21.076, 1, 0 %, 8555 MiB
2026/09/05 11:38:22.078, 0, 3 %, 11197 MiB
2026/09/05 11:38:22.082, 1, 0 %, 8555 MiB
2026/09/05 11:38:23.085, 0, 0 %, 11197 MiB
2026/09/05 11:38:23.087, 1, 0 %, 8555 MiB
2026/09/05 11:38:24.090, 0, 1 %, 11197 MiB
2026/09/05 11:38:24.092, 1, 0 %, 8555 MiB
2026/09/05 11:38:25.094, 0, 8 %, 11197 MiB
2026/09/05 11:38:25.096, 1, 0 %, 8555 MiB
2026/09/05 11:38:26.097, 0, 0 %, 11197 MiB
2026/09/05 11:38:26.098, 1, 0 %, 8555 MiB
2026/09/05 11:38:27.100, 0, 0 %, 11197 MiB
2026/09/05 11:38:27.102, 1, 0 %, 8555 MiB
2026/09/05 11:38:28.106, 0, 4 %, 11197 MiB
2026/09/05 11:38:28.108, 1, 0 %, 8555 MiB
2026/09/05 11:38:29.110, 0, 4 %, 11197 MiB
2026/09/05 11:38:29.113, 1, 0 %, 8555 MiB
2026/09/05 11:38:30.115, 0, 4 %, 11197 MiB
2026/09/05 11:38:30.116, 1, 0 %, 8555 MiB
2026/09/05 11:38:31.117, 0, 9 %, 11197 MiB
2026/09/05 11:38:31.119, 1, 0 %, 8555 MiB
2026/09/05 11:38:32.121, 0, 3 %, 11197 MiB
2026/09/05 11:38:32.122, 1, 0 %, 8555 MiB
2026/09/05 11:38:33.125, 0, 0 %, 11197 MiB
2026/09/05 11:38:33.129, 1, 0 %, 8555 MiB
2026/09/05 11:38:34.667, 0, 0 %, 11197 MiB
2026/09/05 11:38:34.669, 1, 0 %, 8555 MiB
2026/09/05 11:38:35.670, 0, 4 %, 11197 MiB
2026/09/05 11:38:35.672, 1, 0 %, 8555 MiB
2026/09/05 11:38:36.672, 0, 1 %, 11197 MiB
2026/09/05 11:38:36.680, 1, 0 %, 8555 MiB
2026/09/05 11:38:37.683, 0, 3 %, 11197 MiB
2026/09/05 11:38:37.685, 1, 0 %, 8555 MiB
2026/09/05 11:38:38.686, 0, 1 %, 11197 MiB
2026/09/05 11:38:38.687, 1, 0 %, 8555 MiB
2026/09/05 11:38:39.689, 0, 1 %, 11197 MiB
2026/09/05 11:38:39.691, 1, 0 %, 8555 MiB
2026/09/05 11:38:40.694, 0, 1 %, 11197 MiB
2026/09/05 11:38:40.696, 1, 0 %, 8555 MiB
2026/09/05 11:38:41.697, 0, 1 %, 11197 MiB
2026/09/05 11:38:41.698, 1, 0 %, 8555 MiB
2026/09/05 11:38:42.700, 0, 1 %, 11197 MiB
2026/09/05 11:38:42.704, 1, 0 %, 8555 MiB
2026/09/05 11:38:43.706, 0, 1 %, 11197 MiB
2026/09/05 11:38:43.709, 1, 0 %, 8555 MiB
2026/09/05 11:38:44.711, 0, 0 %, 11197 MiB
2026/09/05 11:38:44.713, 1, 0 %, 8555 MiB
2026/09/05 11:38:45.716, 0, 0 %, 11197 MiB
2026/09/05 11:38:45.717, 1, 0 %, 8555 MiB
2026/09/05 11:38:46.718, 0, 0 %, 11197 MiB
2026/09/05 11:38:46.721, 1, 0 %, 8555 MiB
2026/09/05 11:38:47.723, 0, 0 %, 11197 MiB
2026/09/05 11:38:47.726, 1, 0 %, 8555 MiB
2026/09/05 11:38:48.729, 0, 0 %, 11197 MiB
2026/09/05 11:38:48.731, 1, 0 %, 8555 MiB
2026/09/05 11:38:49.733, 0, 0 %, 11197 MiB
2026/09/05 11:38:49.736, 1, 0 %, 8555 MiB
2026/09/05 11:38:50.738, 0, 0 %, 11197 MiB
2026/09/05 11:38:50.740, 1, 0 %, 8555 MiB
2026/09/05 11:38:51.743, 0, 2 %, 11197 MiB
2026/09/05 11:38:51.745, 1, 0 %, 8555 MiB
2026/09/05 11:38:52.748, 0, 0 %, 11197 MiB
2026/09/05 11:38:52.750, 1, 0 %, 8555 MiB
2026/09/05 11:38:53.751, 0, 0 %, 11197 MiB
2026/09/05 11:38:53.752, 1, 0 %, 8555 MiB
2026/09/05 11:38:54.753, 0, 0 %, 11197 MiB
2026/09/05 11:38:54.756, 1, 0 %, 8555 MiB
2026/09/05 11:38:55.759, 0, 0 %, 11197 MiB
2026/09/05 11:38:55.761, 1, 0 %, 8555 MiB
2026/09/05 11:38:56.763, 0, 0 %, 11197 MiB
2026/09/05 11:38:56.766, 1, 0 %, 8555 MiB
2026/09/05 11:38:57.768, 0, 3 %, 11197 MiB
2026/09/05 11:38:57.772, 1, 0 %, 8555 MiB
2026/09/05 11:38:58.774, 0, 5 %, 11197 MiB
2026/09/05 11:38:58.776, 1, 0 %, 8555 MiB
2026/09/05 11:38:59.778, 0, 7 %, 11197 MiB
2026/09/05 11:38:59.780, 1, 0 %, 8555 MiB
2026/09/05 11:39:00.783, 0, 6 %, 11197 MiB
2026/09/05 11:39:00.785, 1, 0 %, 8555 MiB
2026/09/05 11:39:01.787, 0, 0 %, 11197 MiB
2026/09/05 11:39:01.788, 1, 0 %, 8555 MiB
2026/09/05 11:39:02.789, 0, 5 %, 11197 MiB
2026/09/05 11:39:02.791, 1, 0 %, 8555 MiB
2026/09/05 11:39:03.792, 0, 9 %, 11197 MiB
2026/09/05 11:39:03.793, 1, 0 %, 8555 MiB
2026/09/05 11:39:04.795, 0, 3 %, 11197 MiB
2026/09/05 11:39:04.796, 1, 0 %, 8555 MiB
2026/09/05 11:39:05.797, 0, 0 %, 11197 MiB
2026/09/05 11:39:05.801, 1, 0 %, 8555 MiB
2026/09/05 11:39:07.356, 0, 0 %, 11197 MiB
2026/09/05 11:39:07.358, 1, 0 %, 8555 MiB
2026/09/05 11:39:08.359, 0, 0 %, 11197 MiB
2026/09/05 11:39:08.361, 1, 0 %, 8555 MiB
2026/09/05 11:39:09.362, 0, 0 %, 11197 MiB
2026/09/05 11:39:09.363, 1, 0 %, 8555 MiB
2026/09/05 11:39:10.364, 0, 0 %, 11197 MiB
2026/09/05 11:39:10.366, 1, 0 %, 8555 MiB
2026/09/05 11:39:11.368, 0, 0 %, 11197 MiB
2026/09/05 11:39:11.371, 1, 0 %, 8555 MiB
2026/09/05 11:39:12.373, 0, 0 %, 11197 MiB
2026/09/05 11:39:12.376, 1, 0 %, 8555 MiB
2026/09/05 11:39:13.378, 0, 0 %, 11197 MiB
2026/09/05 11:39:13.382, 1, 0 %, 8555 MiB
2026/09/05 11:39:14.385, 0, 0 %, 11197 MiB
2026/09/05 11:39:14.386, 1, 0 %, 8555 MiB
2026/09/05 11:39:15.387, 0, 0 %, 11197 MiB
2026/09/05 11:39:15.390, 1, 0 %, 8555 MiB
2026/09/05 11:39:16.393, 0, 0 %, 11197 MiB
2026/09/05 11:39:16.399, 1, 0 %, 8555 MiB
2026/09/05 11:39:17.408, 0, 0 %, 11197 MiB
2026/09/05 11:39:17.411, 1, 0 %, 8555 MiB
2026/09/05 11:39:18.413, 0, 0 %, 11197 MiB
2026/09/05 11:39:18.417, 1, 0 %, 8555 MiB
2026/09/05 11:39:19.419, 0, 0 %, 11197 MiB
2026/09/05 11:39:19.420, 1, 0 %, 8555 MiB
2026/09/05 11:39:20.421, 0, 0 %, 11197 MiB
2026/09/05 11:39:20.424, 1, 0 %, 8555 MiB
2026/09/05 11:39:21.425, 0, 2 %, 11197 MiB
2026/09/05 11:39:21.427, 1, 0 %, 8555 MiB
2026/09/05 11:39:22.428, 0, 1 %, 11197 MiB
2026/09/05 11:39:22.429, 1, 0 %, 8555 MiB
2026/09/05 11:39:23.430, 0, 1 %, 11197 MiB
2026/09/05 11:39:23.431, 1, 0 %, 8555 MiB
2026/09/05 11:39:24.433, 0, 4 %, 11197 MiB
2026/09/05 11:39:24.434, 1, 0 %, 8555 MiB
2026/09/05 11:39:25.435, 0, 1 %, 11197 MiB
2026/09/05 11:39:25.438, 1, 0 %, 8555 MiB
2026/09/05 11:39:26.440, 0, 1 %, 11197 MiB
2026/09/05 11:39:26.442, 1, 0 %, 8555 MiB
2026/09/05 11:39:27.445, 0, 3 %, 11197 MiB
2026/09/05 11:39:27.447, 1, 0 %, 8555 MiB
2026/09/05 11:39:28.450, 0, 3 %, 11197 MiB
2026/09/05 11:39:28.454, 1, 0 %, 8555 MiB
2026/09/05 11:39:29.456, 0, 6 %, 11197 MiB
2026/09/05 11:39:29.457, 1, 0 %, 8555 MiB
2026/09/05 11:39:30.458, 0, 5 %, 11197 MiB
2026/09/05 11:39:30.460, 1, 0 %, 8555 MiB
2026/09/05 11:39:31.462, 0, 1 %, 11197 MiB
2026/09/05 11:39:31.465, 1, 0 %, 8555 MiB
2026/09/05 11:39:32.467, 0, 5 %, 11197 MiB
2026/09/05 11:39:32.469, 1, 0 %, 8555 MiB
2026/09/05 11:39:33.472, 0, 6 %, 11197 MiB
2026/09/05 11:39:33.474, 1, 0 %, 8555 MiB
2026/09/05 11:39:34.477, 0, 5 %, 11197 MiB
2026/09/05 11:39:34.478, 1, 0 %, 8555 MiB
2026/09/05 11:39:35.479, 0, 4 %, 11197 MiB
2026/09/05 11:39:35.481, 1, 0 %, 8555 MiB
2026/09/05 11:39:36.482, 0, 0 %, 11197 MiB
2026/09/05 11:39:36.483, 1, 0 %, 8555 MiB
2026/09/05 11:39:37.485, 0, 0 %, 11197 MiB
2026/09/05 11:39:37.486, 1, 0 %, 8555 MiB
2026/09/05 11:39:38.488, 0, 0 %, 11197 MiB
2026/09/05 11:39:38.489, 1, 0 %, 8555 MiB
2026/09/05 11:39:39.490, 0, 0 %, 11197 MiB
2026/09/05 11:39:39.493, 1, 0 %, 8555 MiB
2026/09/05 11:39:41.048, 0, 0 %, 11197 MiB
2026/09/05 11:39:41.051, 1, 0 %, 8555 MiB
2026/09/05 11:39:42.058, 0, 0 %, 11197 MiB
2026/09/05 11:39:42.059, 1, 0 %, 8555 MiB
2026/09/05 11:39:43.060, 0, 0 %, 11197 MiB
2026/09/05 11:39:43.062, 1, 0 %, 8555 MiB
2026/09/05 11:39:44.064, 0, 0 %, 11197 MiB
2026/09/05 11:39:44.065, 1, 0 %, 8555 MiB
2026/09/05 11:39:45.067, 0, 0 %, 11197 MiB
2026/09/05 11:39:45.069, 1, 0 %, 8555 MiB
2026/09/05 11:39:46.071, 0, 0 %, 11197 MiB
2026/09/05 11:39:46.074, 1, 0 %, 8555 MiB
2026/09/05 11:39:47.076, 0, 0 %, 11197 MiB
2026/09/05 11:39:47.079, 1, 0 %, 8555 MiB
2026/09/05 11:39:48.081, 0, 2 %, 11197 MiB
2026/09/05 11:39:48.083, 1, 0 %, 8555 MiB
2026/09/05 11:39:49.085, 0, 0 %, 11197 MiB
2026/09/05 11:39:49.088, 1, 0 %, 8555 MiB
2026/09/05 11:39:50.090, 0, 0 %, 11197 MiB
2026/09/05 11:39:50.092, 1, 0 %, 8555 MiB
2026/09/05 11:39:51.095, 0, 0 %, 11197 MiB
2026/09/05 11:39:51.096, 1, 0 %, 8555 MiB
2026/09/05 11:39:52.098, 0, 0 %, 11197 MiB
2026/09/05 11:39:52.100, 1, 0 %, 8555 MiB
2026/09/05 11:39:53.103, 0, 0 %, 11197 MiB
2026/09/05 11:39:53.104, 1, 0 %, 8555 MiB
2026/09/05 11:39:54.106, 0, 4 %, 11197 MiB
2026/09/05 11:39:54.108, 1, 0 %, 8555 MiB
2026/09/05 11:39:55.110, 0, 0 %, 11197 MiB
2026/09/05 11:39:55.112, 1, 0 %, 8555 MiB
2026/09/05 11:39:56.114, 0, 0 %, 11197 MiB
2026/09/05 11:39:56.116, 1, 0 %, 8555 MiB
2026/09/05 11:39:57.117, 0, 2 %, 11197 MiB
2026/09/05 11:39:57.119, 1, 0 %, 8555 MiB
2026/09/05 11:39:58.122, 0, 0 %, 11197 MiB
2026/09/05 11:39:58.123, 1, 0 %, 8555 MiB
2026/09/05 11:39:59.123, 0, 0 %, 11197 MiB
2026/09/05 11:39:59.125, 1, 0 %, 8555 MiB
2026/09/05 11:40:00.126, 0, 3 %, 11197 MiB
2026/09/05 11:40:00.127, 1, 0 %, 8555 MiB
2026/09/05 11:40:01.128, 0, 0 %, 11197 MiB
2026/09/05 11:40:01.130, 1, 0 %, 8555 MiB
2026/09/05 11:40:02.132, 0, 0 %, 11197 MiB
2026/09/05 11:40:02.134, 1, 0 %, 8555 MiB
2026/09/05 11:40:03.137, 0, 0 %, 11197 MiB
2026/09/05 11:40:03.138, 1, 0 %, 8555 MiB
2026/09/05 11:40:04.142, 0, 5 %, 11197 MiB
2026/09/05 11:40:04.149, 1, 0 %, 8555 MiB
2026/09/05 11:40:05.157, 0, 5 %, 11197 MiB
2026/09/05 11:40:05.158, 1, 0 %, 8555 MiB
2026/09/05 11:40:06.159, 0, 5 %, 11197 MiB
2026/09/05 11:40:06.161, 1, 0 %, 8555 MiB
2026/09/05 11:40:07.162, 0, 2 %, 11197 MiB
2026/09/05 11:40:07.163, 1, 0 %, 8555 MiB
2026/09/05 11:40:08.164, 0, 0 %, 11197 MiB
2026/09/05 11:40:08.166, 1, 0 %, 8555 MiB
2026/09/05 11:40:09.168, 0, 6 %, 11197 MiB
2026/09/05 11:40:09.169, 1, 0 %, 8555 MiB
2026/09/05 11:40:10.171, 0, 3 %, 11197 MiB
2026/09/05 11:40:10.175, 1, 0 %, 8555 MiB
2026/09/05 11:40:11.177, 0, 1 %, 11197 MiB
2026/09/05 11:40:11.180, 1, 0 %, 8555 MiB
2026/09/05 11:40:12.184, 0, 1 %, 11197 MiB
2026/09/05 11:40:12.185, 1, 0 %, 8555 MiB
2026/09/05 11:40:13.741, 0, 1 %, 11197 MiB
2026/09/05 11:40:13.743, 1, 0 %, 8555 MiB
2026/09/05 11:40:14.745, 0, 1 %, 11197 MiB
2026/09/05 11:40:14.748, 1, 0 %, 8555 MiB
2026/09/05 11:40:15.750, 0, 1 %, 11197 MiB
2026/09/05 11:40:15.752, 1, 0 %, 8555 MiB
2026/09/05 11:40:16.754, 0, 1 %, 11197 MiB
2026/09/05 11:40:16.756, 1, 0 %, 8555 MiB
2026/09/05 11:40:17.758, 0, 3 %, 11197 MiB
2026/09/05 11:40:17.759, 1, 0 %, 8555 MiB
2026/09/05 11:40:18.760, 0, 0 %, 11197 MiB
2026/09/05 11:40:18.764, 1, 0 %, 8555 MiB
2026/09/05 11:40:19.766, 0, 0 %, 11197 MiB
2026/09/05 11:40:19.770, 1, 0 %, 8555 MiB
2026/09/05 11:40:20.772, 0, 0 %, 11197 MiB
2026/09/05 11:40:20.775, 1, 0 %, 8555 MiB
2026/09/05 11:40:21.776, 0, 0 %, 11197 MiB
2026/09/05 11:40:21.777, 1, 0 %, 8555 MiB
2026/09/05 11:40:22.779, 0, 0 %, 11197 MiB
2026/09/05 11:40:22.780, 1, 0 %, 8555 MiB
2026/09/05 11:40:23.781, 0, 3 %, 11197 MiB
2026/09/05 11:40:23.783, 1, 0 %, 8555 MiB
2026/09/05 11:40:24.784, 0, 0 %, 11197 MiB
2026/09/05 11:40:24.786, 1, 0 %, 8555 MiB
2026/09/05 11:40:25.787, 0, 0 %, 11197 MiB
2026/09/05 11:40:25.788, 1, 0 %, 8555 MiB
2026/09/05 11:40:26.789, 0, 0 %, 11197 MiB
2026/09/05 11:40:26.792, 1, 0 %, 8555 MiB
2026/09/05 11:40:27.794, 0, 0 %, 11197 MiB
2026/09/05 11:40:27.797, 1, 0 %, 8555 MiB
2026/09/05 11:40:28.798, 0, 0 %, 11197 MiB
2026/09/05 11:40:28.799, 1, 0 %, 8555 MiB
2026/09/05 11:40:29.800, 0, 3 %, 11197 MiB
2026/09/05 11:40:29.805, 1, 0 %, 8555 MiB
2026/09/05 11:40:30.806, 0, 0 %, 11197 MiB
2026/09/05 11:40:30.808, 1, 0 %, 8555 MiB
2026/09/05 11:40:31.809, 0, 0 %, 11197 MiB
2026/09/05 11:40:31.811, 1, 0 %, 8555 MiB
2026/09/05 11:40:32.813, 0, 4 %, 11197 MiB
2026/09/05 11:40:32.815, 1, 0 %, 8555 MiB
2026/09/05 11:40:33.817, 0, 5 %, 11197 MiB
2026/09/05 11:40:33.819, 1, 0 %, 8555 MiB
2026/09/05 11:40:34.821, 0, 4 %, 11197 MiB
2026/09/05 11:40:34.823, 1, 0 %, 8555 MiB
2026/09/05 11:40:35.824, 0, 5 %, 11197 MiB
2026/09/05 11:40:35.825, 1, 0 %, 8555 MiB
2026/09/05 11:40:36.827, 0, 3 %, 11197 MiB
2026/09/05 11:40:36.829, 1, 0 %, 8555 MiB
2026/09/05 11:40:37.832, 0, 5 %, 11197 MiB
2026/09/05 11:40:37.833, 1, 0 %, 8555 MiB
2026/09/05 11:40:38.835, 0, 4 %, 11197 MiB
2026/09/05 11:40:38.837, 1, 0 %, 8555 MiB
2026/09/05 11:40:39.838, 0, 6 %, 11197 MiB
2026/09/05 11:40:39.840, 1, 0 %, 8555 MiB
2026/09/05 11:40:40.843, 0, 0 %, 11197 MiB
2026/09/05 11:40:40.845, 1, 0 %, 8555 MiB
2026/09/05 11:40:41.846, 0, 0 %, 11197 MiB
2026/09/05 11:40:41.851, 1, 0 %, 8555 MiB
2026/09/05 11:40:42.853, 0, 0 %, 11197 MiB
2026/09/05 11:40:42.855, 1, 0 %, 8555 MiB
2026/09/05 11:40:43.857, 0, 0 %, 11197 MiB
2026/09/05 11:40:43.858, 1, 0 %, 8555 MiB
2026/09/05 11:40:44.860, 0, 0 %, 11197 MiB
2026/09/05 11:40:44.862, 1, 0 %, 8555 MiB
2026/09/05 11:40:46.416, 0, 0 %, 11197 MiB
2026/09/05 11:40:46.418, 1, 0 %, 8555 MiB
2026/09/05 11:40:47.421, 0, 0 %, 11197 MiB
2026/09/05 11:40:47.423, 1, 0 %, 8555 MiB
2026/09/05 11:40:48.425, 0, 0 %, 11197 MiB
2026/09/05 11:40:48.426, 1, 0 %, 8555 MiB
2026/09/05 11:40:49.427, 0, 0 %, 11197 MiB
2026/09/05 11:40:49.430, 1, 0 %, 8555 MiB
2026/09/05 11:40:50.432, 0, 0 %, 11197 MiB
2026/09/05 11:40:50.434, 1, 0 %, 8555 MiB
2026/09/05 11:40:51.436, 0, 0 %, 11197 MiB
2026/09/05 11:40:51.445, 1, 0 %, 8555 MiB
2026/09/05 11:40:52.452, 0, 0 %, 11197 MiB
2026/09/05 11:40:52.454, 1, 0 %, 8555 MiB
2026/09/05 11:40:53.456, 0, 2 %, 11197 MiB
2026/09/05 11:40:53.457, 1, 0 %, 8555 MiB
2026/09/05 11:40:54.458, 0, 0 %, 11197 MiB
2026/09/05 11:40:54.460, 1, 0 %, 8555 MiB
2026/09/05 11:40:55.461, 0, 0 %, 11197 MiB
2026/09/05 11:40:55.464, 1, 0 %, 8555 MiB
2026/09/05 11:40:56.465, 0, 3 %, 11197 MiB
2026/09/05 11:40:56.466, 1, 0 %, 8555 MiB
2026/09/05 11:40:57.467, 0, 1 %, 11197 MiB
2026/09/05 11:40:57.470, 1, 0 %, 8555 MiB
2026/09/05 11:40:58.472, 0, 1 %, 11197 MiB
2026/09/05 11:40:58.475, 1, 0 %, 8555 MiB
2026/09/05 11:40:59.477, 0, 3 %, 11197 MiB
2026/09/05 11:40:59.480, 1, 0 %, 8555 MiB
2026/09/05 11:41:00.482, 0, 0 %, 11197 MiB
2026/09/05 11:41:00.485, 1, 0 %, 8555 MiB
2026/09/05 11:41:01.487, 0, 1 %, 11197 MiB
2026/09/05 11:41:01.489, 1, 0 %, 8555 MiB
2026/09/05 11:41:02.490, 0, 4 %, 11197 MiB
2026/09/05 11:41:02.491, 1, 0 %, 8555 MiB
2026/09/05 11:41:03.493, 0, 7 %, 11197 MiB
2026/09/05 11:41:03.496, 1, 0 %, 8555 MiB
2026/09/05 11:41:04.498, 0, 0 %, 11197 MiB
2026/09/05 11:41:04.500, 1, 0 %, 8555 MiB
2026/09/05 11:41:05.503, 0, 1 %, 11197 MiB
2026/09/05 11:41:05.505, 1, 0 %, 8555 MiB
2026/09/05 11:41:06.506, 0, 4 %, 11197 MiB
2026/09/05 11:41:06.513, 1, 0 %, 8563 MiB
2026/09/05 11:41:07.515, 0, 1 %, 11205 MiB
2026/09/05 11:41:07.516, 1, 0 %, 8555 MiB
2026/09/05 11:41:08.517, 0, 1 %, 11197 MiB
2026/09/05 11:41:08.518, 1, 0 %, 8555 MiB
2026/09/05 11:41:09.522, 0, 1 %, 11197 MiB
2026/09/05 11:41:09.524, 1, 0 %, 8555 MiB
2026/09/05 11:41:10.526, 0, 0 %, 11197 MiB
2026/09/05 11:41:10.527, 1, 0 %, 8555 MiB
2026/09/05 11:41:11.528, 0, 0 %, 11197 MiB
2026/09/05 11:41:11.529, 1, 0 %, 8555 MiB
2026/09/05 11:41:12.531, 0, 0 %, 11197 MiB
2026/09/05 11:41:12.532, 1, 0 %, 8555 MiB
2026/09/05 11:41:13.533, 0, 2 %, 11197 MiB
2026/09/05 11:41:13.536, 1, 0 %, 8555 MiB
2026/09/05 11:41:14.539, 0, 0 %, 11197 MiB
2026/09/05 11:41:14.541, 1, 0 %, 8555 MiB
2026/09/05 11:41:15.542, 0, 0 %, 11197 MiB
2026/09/05 11:41:15.545, 1, 0 %, 8555 MiB
2026/09/05 11:41:16.547, 0, 0 %, 11197 MiB
2026/09/05 11:41:16.549, 1, 0 %, 8555 MiB
2026/09/05 11:41:17.551, 0, 0 %, 11197 MiB
2026/09/05 11:41:17.554, 1, 0 %, 8555 MiB
2026/09/05 11:41:19.148, 0, 0 %, 11197 MiB
2026/09/05 11:41:19.149, 1, 0 %, 8555 MiB
2026/09/05 11:41:20.151, 0, 3 %, 11197 MiB
2026/09/05 11:41:20.153, 1, 0 %, 8555 MiB
2026/09/05 11:41:21.155, 0, 0 %, 11197 MiB
2026/09/05 11:41:21.158, 1, 0 %, 8555 MiB
2026/09/05 11:41:22.159, 0, 0 %, 11197 MiB
2026/09/05 11:41:22.162, 1, 0 %, 8555 MiB
2026/09/05 11:41:23.164, 0, 0 %, 11197 MiB
2026/09/05 11:41:23.165, 1, 0 %, 8555 MiB
2026/09/05 11:41:24.167, 0, 0 %, 11197 MiB
2026/09/05 11:41:24.168, 1, 0 %, 8555 MiB
2026/09/05 11:41:25.170, 0, 0 %, 11197 MiB
2026/09/05 11:41:25.172, 1, 0 %, 8555 MiB
2026/09/05 11:41:26.174, 0, 3 %, 11197 MiB
2026/09/05 11:41:26.177, 1, 0 %, 8555 MiB
2026/09/05 11:41:27.179, 0, 0 %, 11197 MiB
2026/09/05 11:41:27.181, 1, 0 %, 8555 MiB
2026/09/05 11:41:28.183, 0, 0 %, 11197 MiB
2026/09/05 11:41:28.186, 1, 0 %, 8555 MiB
2026/09/05 11:41:29.188, 0, 2 %, 11197 MiB
2026/09/05 11:41:29.189, 1, 0 %, 8555 MiB
2026/09/05 11:41:30.190, 0, 0 %, 11197 MiB
2026/09/05 11:41:30.192, 1, 0 %, 8555 MiB
2026/09/05 11:41:31.193, 0, 5 %, 11197 MiB
2026/09/05 11:41:31.196, 1, 0 %, 8555 MiB
2026/09/05 11:41:32.198, 0, 3 %, 11197 MiB
2026/09/05 11:41:32.200, 1, 0 %, 8555 MiB
2026/09/05 11:41:33.202, 0, 0 %, 11197 MiB
2026/09/05 11:41:33.205, 1, 0 %, 8555 MiB
2026/09/05 11:41:34.208, 0, 0 %, 11197 MiB
2026/09/05 11:41:34.209, 1, 0 %, 8555 MiB
2026/09/05 11:41:35.210, 0, 2 %, 11197 MiB
2026/09/05 11:41:35.212, 1, 0 %, 8555 MiB
2026/09/05 11:41:36.214, 0, 6 %, 11197 MiB
2026/09/05 11:41:36.215, 1, 0 %, 8555 MiB
2026/09/05 11:41:37.217, 0, 5 %, 11197 MiB
2026/09/05 11:41:37.222, 1, 0 %, 8555 MiB
2026/09/05 11:41:38.229, 0, 5 %, 11197 MiB
2026/09/05 11:41:38.230, 1, 0 %, 8555 MiB
2026/09/05 11:41:39.231, 0, 0 %, 11197 MiB
2026/09/05 11:41:39.233, 1, 0 %, 8555 MiB
2026/09/05 11:41:40.234, 0, 0 %, 11197 MiB
2026/09/05 11:41:40.235, 1, 0 %, 8555 MiB
2026/09/05 11:41:41.236, 0, 6 %, 11197 MiB
2026/09/05 11:41:41.237, 1, 0 %, 8555 MiB
2026/09/05 11:41:42.239, 0, 1 %, 11197 MiB
2026/09/05 11:41:42.240, 1, 0 %, 8555 MiB
2026/09/05 11:41:43.242, 0, 1 %, 11197 MiB
2026/09/05 11:41:43.243, 1, 0 %, 8555 MiB
2026/09/05 11:41:44.246, 0, 1 %, 11197 MiB
2026/09/05 11:41:44.248, 1, 0 %, 8555 MiB
2026/09/05 11:41:45.250, 0, 1 %, 11197 MiB
2026/09/05 11:41:45.253, 1, 0 %, 8555 MiB
2026/09/05 11:41:46.255, 0, 1 %, 11197 MiB
2026/09/05 11:41:46.257, 1, 0 %, 8555 MiB
2026/09/05 11:41:47.258, 0, 1 %, 11197 MiB
2026/09/05 11:41:47.259, 1, 0 %, 8555 MiB
2026/09/05 11:41:48.261, 0, 1 %, 11197 MiB
2026/09/05 11:41:48.263, 1, 0 %, 8555 MiB
2026/09/05 11:41:49.265, 0, 3 %, 11197 MiB
2026/09/05 11:41:49.266, 1, 0 %, 8555 MiB
2026/09/05 11:41:50.268, 0, 1 %, 11197 MiB
2026/09/05 11:41:50.270, 1, 0 %, 8555 MiB
2026/09/05 11:41:51.837, 0, 0 %, 11197 MiB
2026/09/05 11:41:51.839, 1, 0 %, 8555 MiB
